model,shock,family,design,treatment,outcome,opp,n_specs,n_p05,n_p10,share_p05,share_p10,median_beta,median_t,median_abs_t,min_p,max_p,modal_sign,sign_consistency,min_treated_firms,min_control_firms,median_nobs,robust_score,robust_candidate
firm_did,NATGAS_1990,gas,national,pre_energy_share_z,hhi,,3,3,3,1.0,1.0,-0.011248056731386,-6.0524148812719885,6.0524148812719885,6.15065776088386e-11,4.1920791171712324e-07,-1.0,1.0,6527,0,62041,12.5,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_any,multi_seg,,3,3,3,1.0,1.0,-0.0855410676880714,-5.480186694331663,5.480186694331663,2.6439250788712343e-10,0.0001892198539314,-1.0,1.0,514,7482,72297,12.5,False
firm_did,FERC636_1992,gas,national,pre_energy_share_z,hhi,,3,3,3,1.0,1.0,-0.0086478908001334,-4.888546865672937,4.888546865672937,6.987992124951603e-07,5.1881907484396805e-05,-1.0,1.0,6818,0,64771,12.444273432836468,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_share_z,multi_seg,,3,3,3,1.0,1.0,-0.0168653119022644,-4.252274914848421,4.252274914848421,4.952753545728328e-06,0.0040344406871226,-1.0,1.0,7996,0,72297,12.12613745742421,False
firm_did,EU_ETS_2005,carbon,national,pre_energy_any,log_nseg,,3,3,3,1.0,1.0,-0.0452932435766916,-4.236729997700161,4.236729997700161,5.142894994314418e-07,0.0010601571532991,-1.0,1.0,587,6949,68070,12.11836499885008,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,log_nseg,,3,3,3,1.0,1.0,0.0127007169572779,4.01440490871417,4.01440490871417,2.526485826770397e-05,0.0001212899532012,1.0,1.0,6270,0,56539,12.007202454357085,False
firm_did,NATGAS_1990,gas,national,pre_energy_share_z,log_nseg,,3,3,3,1.0,1.0,0.0092833829948796,4.008778103814341,4.008778103814341,6.750040917324895e-07,0.0191038054216807,1.0,1.0,6565,0,62601,12.00438905190717,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,n_op_seg,,3,3,3,1.0,1.0,0.0373959496396221,3.911761037445072,3.911761037445072,8.268142616141283e-05,0.0003471334493723,1.0,1.0,6270,0,56539,11.955880518722536,False
firm_did,NATGAS_1990,gas,national,pre_energy_share_z,n_op_seg,,3,3,3,1.0,1.0,0.0281825132085306,3.737255809848775,3.737255809848775,5.9417976527864624e-06,0.0193997158237502,1.0,1.0,6565,0,62601,11.868627904924388,False
firm_did,FERC636_1992,gas,national,pre_energy_share_z,n_op_seg,,3,3,3,1.0,1.0,0.0252421927807148,3.663655964751335,3.663655964751335,1.4025697796515857e-06,0.0088066188973887,1.0,1.0,6866,0,65368,11.831827982375668,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,hhi,,3,3,3,1.0,1.0,-0.0090046009778146,-3.626242193563074,3.626242193563074,4.362738632468499e-05,0.0015247823318604,-1.0,1.0,6256,0,56237,11.813121096781536,False
firm_did,EU_ETS_2005,carbon,national,pre_energy_any,multi_seg,,3,3,3,1.0,1.0,-0.0433238620986697,-3.4501844656818967,3.4501844656818967,3.05989185434008e-06,0.023834791660132,-1.0,1.0,587,6949,68070,11.725092232840948,False
